superkingdom,kingdom,phylum,order,family,genus,species,subspecies,symptoms/diseases,antibiotics,comments
Bacteria,NA,Firmicutes,Erysipelotrichales,Erysipelotrichaceae,Holdemania,Holdemania filiformis,NA,,,From faecal flora. Clinical significance is unclear
Bacteria,NA,Firmicutes,Erysipelotrichales,Erysipelotrichaceae,NA,Eubacterium tortuosum,NA,"Wounds, abscesses, septicaemia, periodontitis","Penicillins, clindamycin, metronidazole",
Bacteria,NA,Firmicutes,Lactobacillales,Aerococcaceae,Abiotrophia,Abiotrophia defectiva,NA,"Endophthalmitis, brain abscess, osteomyelitis, peritonitis, endocarditis","Vancomycin, ceftriaxone (plus gentamicin or rifampicin)",Previously known as nutritionally deficient or variant streptococci
Bacteria,NA,Firmicutes,Lactobacillales,Aerococcaceae,Aerococcus,Aerococcus sanguinicola,NA,"Endocarditis, UTI, wounds, meningitis, abscesses, CAPD peritonitis, lymphadenitis, spondodactylitis","Penicillin, vancomycin (plus gentamicin for endocarditis)",
Bacteria,NA,Firmicutes,Lactobacillales,Aerococcaceae,Aerococcus,Aerococcus urinae,NA,"Endocarditis, UTI, wounds, meningitis, abscesses, CAPD peritonitis, lymphadenitis, spondodactylitis","Penicillin, vancomycin (plus gentamicin for endocarditis)",
Bacteria,NA,Firmicutes,Lactobacillales,Aerococcaceae,Aerococcus,Aerococcus urinaehominis,NA,"Endocarditis, UTI, wounds, meningitis, abscesses, CAPD peritonitis, lymphadenitis, spondodactylitis","Penicillin, vancomycin (plus gentamicin for endocarditis)",
Bacteria,NA,Firmicutes,Lactobacillales,Aerococcaceae,Aerococcus,Aerococcus viridans,NA,"Endocarditis, UTI, wounds, meningitis, abscesses, CAPD peritonitis, lymphadenitis, spondodactylitis","Penicillin, vancomycin (plus gentamicin for endocarditis)",
Bacteria,NA,Firmicutes,Lactobacillales,Aerococcaceae,Dolosicoccus,Dolosicoccus paucivorans,NA,Bacteraemia,Cephalosporins,
Bacteria,NA,Firmicutes,Lactobacillales,Aerococcaceae,Facklamia,Facklamia hominis,NA,"UTI, bacteraemia, abscess",,
Bacteria,NA,Firmicutes,Lactobacillales,Aerococcaceae,Facklamia,Facklamia ignava,NA,"UTI, bacteraemia, abscess",,
Bacteria,NA,Firmicutes,Lactobacillales,Aerococcaceae,Facklamia,Facklamia languida,NA,"UTI, bacteraemia, abscess",,
Bacteria,NA,Firmicutes,Lactobacillales,Aerococcaceae,Facklamia,Facklamia sourekii,NA,"UTI, bacteraemia, abscess",,
Bacteria,NA,Firmicutes,Lactobacillales,Aerococcaceae,Globicatella,Globicatella sanguinis,NA,"Bacteraemia, UTI, meningitis",Vancomycin,
Bacteria,NA,Firmicutes,Lactobacillales,Aerococcaceae,Ignavigranum,Ignavigranum ruoffiae,NA,"Wound infection, ear abscess",,Role as pathogen poorly defined
Bacteria,NA,Firmicutes,Lactobacillales,Carnobacteriaceae,Alloiococcus,Alloiococcus otitis,NA,Otitis media,Vancomycin,
Bacteria,NA,Firmicutes,Lactobacillales,Carnobacteriaceae,Dolosigranulum,Dolosigranulum pigrum,NA,"Spinal cord infection, eye infection",,Significance as a pathogen poorly defined.
Bacteria,NA,Firmicutes,Lactobacillales,Carnobacteriaceae,Granulicatella,Granulicatella adiacens,NA,"Endocarditis, septic arthritis, endodontic infection",Penicillin or cefazolin or vancomycin plus gentamicin (plus rifampicin),Previously known as nutritionally deficient or variant streptococci; the proposed name ‘Abiotrophia para-adiacens’ for strains allied to what is now known as Granulicatella adiacens does not have standing in nomenclature
Bacteria,NA,Firmicutes,Lactobacillales,Carnobacteriaceae,Granulicatella,Granulicatella elegans,NA,"Endocarditis, septic arthritis, endodontic infection",Penicillin or cefazolin or vancomycin plus gentamicin (plus rifampicin),Previously known as nutritionally deficient or variant streptococci; the proposed name ‘Abiotrophia para-adiacens’ for strains allied to what is now known as Granulicatella adiacens does not have standing in nomenclature
Bacteria,NA,Firmicutes,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus avium,NA,"Bacteraemia, abscesses, endocarditis, meningitis, UTI, peritonitis, osteomyelitis, wound infection","Penicillins, glycopeptides",May be resistant to penicillins and glycopeptides. Nosocomial outbreaks reported
Bacteria,NA,Firmicutes,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus casseliflavus,NA,"Bacteraemia, abscesses, endocarditis, meningitis, UTI, peritonitis, osteomyelitis, wound infection","Penicillins, glycopeptides",May be resistant to penicillins and glycopeptides. Nosocomial outbreaks reported
Bacteria,NA,Firmicutes,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus cecorum,NA,"Bacteraemia, abscesses, endocarditis, meningitis, UTI, peritonitis, osteomyelitis, wound infection","Penicillins, glycopeptides",May be resistant to penicillins and glycopeptides. Nosocomial outbreaks reported
Bacteria,NA,Firmicutes,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus dispar,NA,"Bacteraemia, abscesses, endocarditis, meningitis, UTI, peritonitis, osteomyelitis, wound infection","Penicillins, glycopeptides",May be resistant to penicillins and glycopeptides. Nosocomial outbreaks reported
Bacteria,NA,Firmicutes,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus durans,NA,"Bacteraemia, abscesses, endocarditis, meningitis, UTI, peritonitis, osteomyelitis, wound infection","Penicillins, glycopeptides",May be resistant to penicillins and glycopeptides. Nosocomial outbreaks reported
Bacteria,NA,Firmicutes,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,NA,"Bacteraemia, abscesses, endocarditis, meningitis, UTI, peritonitis, osteomyelitis, wound infection","Penicillins, glycopeptides",May be resistant to penicillins and glycopeptides. Nosocomial outbreaks reported
Bacteria,NA,Firmicutes,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium,NA,"Bacteraemia, abscesses, endocarditis, meningitis, UTI, peritonitis, osteomyelitis, wound infection","Penicillins, glycopeptides",May be resistant to penicillins and glycopeptides. Nosocomial outbreaks reported
Bacteria,NA,Firmicutes,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus gallinarum,NA,"Bacteraemia, abscesses, endocarditis, meningitis, UTI, peritonitis, osteomyelitis, wound infection","Penicillins, glycopeptides",May be resistant to penicillins and glycopeptides. Nosocomial outbreaks reported
Bacteria,NA,Firmicutes,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus gilvus,NA,"Bacteraemia, abscesses, endocarditis, meningitis, UTI, peritonitis, osteomyelitis, wound infection","Penicillins, glycopeptides",May be resistant to penicillins and glycopeptides. Nosocomial outbreaks reported
Bacteria,NA,Firmicutes,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus hirae,NA,"Bacteraemia, abscesses, endocarditis, meningitis, UTI, peritonitis, osteomyelitis, wound infection","Penicillins, glycopeptides",May be resistant to penicillins and glycopeptides. Nosocomial outbreaks reported
Bacteria,NA,Firmicutes,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus malodoratus,NA,"Bacteraemia, abscesses, endocarditis, meningitis, UTI, peritonitis, osteomyelitis, wound infection","Penicillins, glycopeptides",May be resistant to penicillins and glycopeptides. Nosocomial outbreaks reported
Bacteria,NA,Firmicutes,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus mundtii,NA,"Bacteraemia, abscesses, endocarditis, meningitis, UTI, peritonitis, osteomyelitis, wound infection","Penicillins, glycopeptides",May be resistant to penicillins and glycopeptides. Nosocomial outbreaks reported
Bacteria,NA,Firmicutes,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus pallens,NA,"Bacteraemia, abscesses, endocarditis, meningitis, UTI, peritonitis, osteomyelitis, wound infection","Penicillins, glycopeptides",May be resistant to penicillins and glycopeptides. Nosocomial outbreaks reported
Bacteria,NA,Firmicutes,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus pseudoavium,NA,"Bacteraemia, abscesses, endocarditis, meningitis, UTI, peritonitis, osteomyelitis, wound infection","Penicillins, glycopeptides",May be resistant to penicillins and glycopeptides. Nosocomial outbreaks reported
Bacteria,NA,Firmicutes,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus raffinosus,NA,"Bacteraemia, abscesses, endocarditis, meningitis, UTI, peritonitis, osteomyelitis, wound infection","Penicillins, glycopeptides",May be resistant to penicillins and glycopeptides. Nosocomial outbreaks reported
Bacteria,NA,Firmicutes,Lactobacillales,Enterococcaceae,Tetragenococcus,Tetragenococcus solitarius,NA,"Bacteraemia, abscesses, endocarditis, meningitis, UTI, peritonitis, osteomyelitis, wound infection","Penicillins, glycopeptides",May be resistant to penicillins and glycopeptides. Nosocomial outbreaks reported
Bacteria,NA,Firmicutes,Lactobacillales,Enterococcaceae,Vagococcus,Vagococcus fluvialis,NA,,"Ampicillin, vancomycin cefotaxime",Possible role as pathogen poorly defined
Bacteria,NA,Firmicutes,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus acidophilus,NA,"Abscesses, bacteraemia, endometritis, endocarditis, lung infection, UTI","Cephalosporins, vancomycin, penicillins, aminoglycosides, clindamycin","Reported risk factors for infection include surgery, malignancy, diabetes, and immunodeficiency. May be vancomycin-resistant"
Bacteria,NA,Firmicutes,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus brevis,NA,"Abscesses, bacteraemia, endometritis, endocarditis, lung infection, UTI","Cephalosporins, vancomycin, penicillins, aminoglycosides, clindamycin","Reported risk factors for infection include surgery, malignancy, diabetes, and immunodeficiency. May be vancomycin-resistant"
Bacteria,NA,Firmicutes,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus casei,NA,"Abscesses, bacteraemia, endometritis, endocarditis, lung infection, UTI","Cephalosporins, vancomycin, penicillins, aminoglycosides, clindamycin","Reported risk factors for infection include surgery, malignancy, diabetes, and immunodeficiency. May be vancomycin-resistant"
Bacteria,NA,Firmicutes,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus coleohominis,NA,"Abscesses, bacteraemia, endometritis, endocarditis, lung infection, UTI","Cephalosporins, vancomycin, penicillins, aminoglycosides, clindamycin","Reported risk factors for infection include surgery, malignancy, diabetes, and immunodeficiency. May be vancomycin-resistant"
Bacteria,NA,Firmicutes,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus crispatus,NA,"Abscesses, bacteraemia, endometritis, endocarditis, lung infection, UTI","Cephalosporins, vancomycin, penicillins, aminoglycosides, clindamycin","Reported risk factors for infection include surgery, malignancy, diabetes, and immunodeficiency. May be vancomycin-resistant"
Bacteria,NA,Firmicutes,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus dextrinicus,NA,"Bacteraemia, abscesses, pulmonary infection","Imipenem, gentamicin, chloramphenicol",Debilitated hospital patients. Resistant to vancomycin
Bacteria,NA,Firmicutes,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus fermentum,NA,"Abscesses, bacteraemia, endometritis, endocarditis, lung infection, UTI","Cephalosporins, vancomycin, penicillins, aminoglycosides, clindamycin","Reported risk factors for infection include surgery, malignancy, diabetes, and immunodeficiency. May be vancomycin-resistant"
Bacteria,NA,Firmicutes,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus gasseri,NA,"Abscesses, bacteraemia, endometritis, endocarditis, lung infection, UTI","Cephalosporins, vancomycin, penicillins, aminoglycosides, clindamycin","Reported risk factors for infection include surgery, malignancy, diabetes, and immunodeficiency. May be vancomycin-resistant"
Bacteria,NA,Firmicutes,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus iners,NA,"Abscesses, bacteraemia, endometritis, endocarditis, lung infection, UTI","Cephalosporins, vancomycin, penicillins, aminoglycosides, clindamycin","Reported risk factors for infection include surgery, malignancy, diabetes, and immunodeficiency. May be vancomycin-resistant"
Bacteria,NA,Firmicutes,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus jensenii,NA,"Abscesses, bacteraemia, endometritis, endocarditis, lung infection, UTI","Cephalosporins, vancomycin, penicillins, aminoglycosides, clindamycin","Reported risk factors for infection include surgery, malignancy, diabetes, and immunodeficiency. May be vancomycin-resistant"
Bacteria,NA,Firmicutes,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus leichmannii,NA,"Abscesses, bacteraemia, endometritis, endocarditis, lung infection, UTI","Cephalosporins, vancomycin, penicillins, aminoglycosides, clindamycin","Reported risk factors for infection include surgery, malignancy, diabetes, and immunodeficiency. May be vancomycin-resistant"
Bacteria,NA,Firmicutes,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus oris,NA,"Abscesses, bacteraemia, endometritis, endocarditis, lung infection, UTI","Cephalosporins, vancomycin, penicillins, aminoglycosides, clindamycin","Reported risk factors for infection include surgery, malignancy, diabetes, and immunodeficiency. May be vancomycin-resistant"
Bacteria,NA,Firmicutes,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus paracasei,NA,"Abscesses, bacteraemia, endometritis, endocarditis, lung infection, UTI","Cephalosporins, vancomycin, penicillins, aminoglycosides, clindamycin","Reported risk factors for infection include surgery, malignancy, diabetes, and immunodeficiency. May be vancomycin-resistant"
Bacteria,NA,Firmicutes,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus paraplantarum,NA,"Abscesses, bacteraemia, endometritis, endocarditis, lung infection, UTI","Cephalosporins, vancomycin, penicillins, aminoglycosides, clindamycin","Reported risk factors for infection include surgery, malignancy, diabetes, and immunodeficiency. May be vancomycin-resistant"
Bacteria,NA,Firmicutes,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus plantarum,NA,"Abscesses, bacteraemia, endometritis, endocarditis, lung infection, UTI","Cephalosporins, vancomycin, penicillins, aminoglycosides, clindamycin","Reported risk factors for infection include surgery, malignancy, diabetes, and immunodeficiency. May be vancomycin-resistant"
Bacteria,NA,Firmicutes,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus rhamnosus,NA,"Abscesses, bacteraemia, endometritis, endocarditis, lung infection, UTI","Cephalosporins, vancomycin, penicillins, aminoglycosides, clindamycin","Reported risk factors for infection include surgery, malignancy, diabetes, and immunodeficiency. May be vancomycin-resistant"
Bacteria,NA,Firmicutes,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus salivarius,NA,"Abscesses, bacteraemia, endometritis, endocarditis, lung infection, UTI","Cephalosporins, vancomycin, penicillins, aminoglycosides, clindamycin","Reported risk factors for infection include surgery, malignancy, diabetes, and immunodeficiency. May be vancomycin-resistant"
Bacteria,NA,Firmicutes,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus vaginalis,NA,"Abscesses, bacteraemia, endometritis, endocarditis, lung infection, UTI","Cephalosporins, vancomycin, penicillins, aminoglycosides, clindamycin","Reported risk factors for infection include surgery, malignancy, diabetes, and immunodeficiency. May be vancomycin-resistant"
Bacteria,NA,Firmicutes,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,NA,"Bacteraemia, abscesses, pulmonary infection","Imipenem, gentamicin, chloramphenicol",Debilitated hospital patients. Resistant to vancomycin
Bacteria,NA,Firmicutes,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus damnosus,NA,"Bacteraemia, abscesses, pulmonary infection","Imipenem, gentamicin, chloramphenicol",Debilitated hospital patients. Resistant to vancomycin
Bacteria,NA,Firmicutes,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus parvulus,NA,"Bacteraemia, abscesses, pulmonary infection","Imipenem, gentamicin, chloramphenicol",Debilitated hospital patients. Resistant to vancomycin
Bacteria,NA,Firmicutes,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus pentosaceus,NA,"Bacteraemia, abscesses, pulmonary infection","Imipenem, gentamicin, chloramphenicol",Debilitated hospital patients. Resistant to vancomycin
Bacteria,NA,Firmicutes,Lactobacillales,Leuconostocaceae,Leuconostoc,Leuconostoc citreum,NA,"Meningitis, bacteraemia, pulmonary infection",Penicillin and gentamicin or clindamycin,Vancomycin-resistant
Bacteria,NA,Firmicutes,Lactobacillales,Leuconostocaceae,Leuconostoc,Leuconostoc lactis,NA,"Meningitis, bacteraemia, pulmonary infection",Penicillin and gentamicin or clindamycin,Vancomycin-resistant
Bacteria,NA,Firmicutes,Lactobacillales,Leuconostocaceae,Leuconostoc,Leuconostoc mesenteroides,Leuconostoc mesenteroides subsp. cremoris,"Meningitis, bacteraemia, pulmonary infection",Penicillin and gentamicin or clindamycin,Vancomycin-resistant
Bacteria,NA,Firmicutes,Lactobacillales,Leuconostocaceae,Leuconostoc,Leuconostoc mesenteroides,Leuconostoc mesenteroides subsp. dextranicum,"Meningitis, bacteraemia, pulmonary infection",Penicillin and gentamicin or clindamycin,Vancomycin-resistant
Bacteria,NA,Firmicutes,Lactobacillales,Leuconostocaceae,Leuconostoc,Leuconostoc mesenteroides,Leuconostoc mesenteroides subsp. mesenteroides,"Meningitis, bacteraemia, pulmonary infection",Penicillin and gentamicin or clindamycin,Vancomycin-resistant
Bacteria,NA,Firmicutes,Lactobacillales,Leuconostocaceae,Leuconostoc,Leuconostoc pseudomesenteroides,NA,"Meningitis, bacteraemia, pulmonary infection",Penicillin and gentamicin or clindamycin,Vancomycin-resistant
Bacteria,NA,Firmicutes,Lactobacillales,Leuconostocaceae,Weissella,Weissella confusa,NA,Endocarditis,,
Bacteria,NA,Firmicutes,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus garvieae,NA,"Bacteraemia, endocarditis, UTI",Penicillin (plus gentamicin for endocarditis),
Bacteria,NA,Firmicutes,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis,NA,"Bacteraemia, endocarditis, UTI",Penicillin (plus gentamicin for endocarditis),
Bacteria,NA,Firmicutes,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus acidominimus,NA,"Pneumonia, pericarditis, meningitis",β‎-Lactams,From cattle
Bacteria,NA,Firmicutes,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus agalactiae,NA,"Pharyngitis, bacteraemia, pyogenic infection, necrotizing infection, septic arthritis, UTI, glomerulonephritis, meningitis","β‎-Lactams, macrolides","S. pyogenes (Lancefield group A), S. agalactiae (group B), and S. dysgalactiae equisimilis (groups C and G) are commensals and pathogens of humans. S. iniae is from fish. Others are from mammals"
Bacteria,NA,Firmicutes,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus anginosus,NA,"Abscesses, bacteraemia, endocarditis, pharyngitis","β‎-Lactams, macrolides",Often termed ‘S. milleri’ or microaerophilic streptococci. From human oral flora
Bacteria,NA,Firmicutes,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus canis,NA,"Pharyngitis, bacteraemia, pyogenic infection, necrotizing infection, septic arthritis, UTI, glomerulonephritis, meningitis","β‎-Lactams, macrolides","S. pyogenes (Lancefield group A), S. agalactiae (group B), and S. dysgalactiae equisimilis (groups C and G) are commensals and pathogens of humans. S. iniae is from fish. Others are from mammals"
Bacteria,NA,Firmicutes,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus constellatus,Streptococcus constellatus subsp. constellatus,"Abscesses, bacteraemia, endocarditis, pharyngitis","β‎-Lactams, macrolides",Often termed ‘S. milleri’ or microaerophilic streptococci. From human oral flora
Bacteria,NA,Firmicutes,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus constellatus,Streptococcus constellatus subsp. pharyngis,"Abscesses, bacteraemia, endocarditis, pharyngitis","β‎-Lactams, macrolides",Often termed ‘S. milleri’ or microaerophilic streptococci. From human oral flora
Bacteria,NA,Firmicutes,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus criceti,NA,"Dental caries, endocarditis",β‎-Lactams,From the tooth-surface flora of humans and mammals
Bacteria,NA,Firmicutes,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus cristatus,NA,"Bacteraemia, endocarditis, wound infection","β‎-Lactams, macrolides",Human oral streptococci including taxa sometimes known as the ‘viridans streptococci’
Bacteria,NA,Firmicutes,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus dysgalactiae,Streptococcus dysgalactiae subsp. dysgalactiae,"Pharyngitis, bacteraemia, pyogenic infection, necrotizing infection, septic arthritis, UTI, glomerulonephritis, meningitis","β‎-Lactams, macrolides","S. pyogenes (Lancefield group A), S. agalactiae (group B), and S. dysgalactiae equisimilis (groups C and G) are commensals and pathogens of humans. S. iniae is from fish. Others are from mammals"
Bacteria,NA,Firmicutes,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus dysgalactiae,Streptococcus dysgalactiae subsp. equisimilis,"Pharyngitis, bacteraemia, pyogenic infection, necrotizing infection, septic arthritis, UTI, glomerulonephritis, meningitis","β‎-Lactams, macrolides","S. pyogenes (Lancefield group A), S. agalactiae (group B), and S. dysgalactiae equisimilis (groups C and G) are commensals and pathogens of humans. S. iniae is from fish. Others are from mammals"
Bacteria,NA,Firmicutes,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus equi,Streptococcus equi subsp. equi,"Pharyngitis, bacteraemia, pyogenic infection, necrotizing infection, septic arthritis, UTI, glomerulonephritis, meningitis","β‎-Lactams, macrolides","S. pyogenes (Lancefield group A), S. agalactiae (group B), and S. dysgalactiae equisimilis (groups C and G) are commensals and pathogens of humans. S. iniae is from fish. Others are from mammals"
Bacteria,NA,Firmicutes,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus equi,Streptococcus equi subsp. zooepidemicus,"Pharyngitis, bacteraemia, pyogenic infection, necrotizing infection, septic arthritis, UTI, glomerulonephritis, meningitis","β‎-Lactams, macrolides","S. pyogenes (Lancefield group A), S. agalactiae (group B), and S. dysgalactiae equisimilis (groups C and G) are commensals and pathogens of humans. S. iniae is from fish. Others are from mammals"
Bacteria,NA,Firmicutes,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus equinus,NA,"Endocarditis, CAPD peritonitis",β‎-Lactams (plus gentamicin for endocarditis),Intestinal streptococci from animals and humans. Some taxonomic problems relating to this group (the ‘bovis’ streptococci) await resolution
Bacteria,NA,Firmicutes,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus gallolyticus,Streptococcus gallolyticus subsp. gallolyticus,"Endocarditis, CAPD peritonitis",β‎-Lactams (plus gentamicin for endocarditis),Intestinal streptococci from animals and humans. Some taxonomic problems relating to this group (the ‘bovis’ streptococci) await resolution
Bacteria,NA,Firmicutes,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus gordonii,NA,"Bacteraemia, endocarditis, wound infection","β‎-Lactams, macrolides",Human oral streptococci including taxa sometimes known as the ‘viridans streptococci’
Bacteria,NA,Firmicutes,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus infantarius,Streptococcus infantarius subsp. infantarius,"Endocarditis, CAPD peritonitis",β‎-Lactams (plus gentamicin for endocarditis),Intestinal streptococci from animals and humans. Some taxonomic problems relating to this group (the ‘bovis’ streptococci) await resolution
Bacteria,NA,Firmicutes,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus iniae,NA,"Pharyngitis, bacteraemia, pyogenic infection, necrotizing infection, septic arthritis, UTI, glomerulonephritis, meningitis","β‎-Lactams, macrolides","S. pyogenes (Lancefield group A), S. agalactiae (group B), and S. dysgalactiae equisimilis (groups C and G) are commensals and pathogens of humans. S. iniae is from fish. Others are from mammals"
Bacteria,NA,Firmicutes,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus intermedius,NA,"Abscesses, bacteraemia, endocarditis, pharyngitis","β‎-Lactams, macrolides",Often termed ‘S. milleri’ or microaerophilic streptococci. From human oral flora
Bacteria,NA,Firmicutes,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus lutetiensis,NA,"Endocarditis, CAPD peritonitis",β‎-Lactams (plus gentamicin for endocarditis),Intestinal streptococci from animals and humans. Some taxonomic problems relating to this group (the ‘bovis’ streptococci) await resolution
Bacteria,NA,Firmicutes,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus massiliensis,NA,"Bacteraemia, endocarditis, wound infection","β‎-Lactams, macrolides",Human oral streptococci including taxa sometimes known as the ‘viridans streptococci’
Bacteria,NA,Firmicutes,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mitis,NA,"Bacteraemia, endocarditis, wound infection","β‎-Lactams, macrolides",Human oral streptococci including taxa sometimes known as the ‘viridans streptococci’
Bacteria,NA,Firmicutes,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mutans,NA,"Dental caries, endocarditis",β‎-Lactams,From the tooth-surface flora of humans and mammals
Bacteria,NA,Firmicutes,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus oralis,NA,"Bacteraemia, endocarditis, wound infection","β‎-Lactams, macrolides",Human oral streptococci including taxa sometimes known as the ‘viridans streptococci’
Bacteria,NA,Firmicutes,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus parasanguinis,NA,"Bacteraemia, endocarditis, wound infection","β‎-Lactams, macrolides",Human oral streptococci including taxa sometimes known as the ‘viridans streptococci’
Bacteria,NA,Firmicutes,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pasteurianus,NA,"Endocarditis, CAPD peritonitis",β‎-Lactams (plus gentamicin for endocarditis),Intestinal streptococci from animals and humans. Some taxonomic problems relating to this group (the ‘bovis’ streptococci) await resolution
Bacteria,NA,Firmicutes,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pneumoniae,NA,"Pneumonia, bacteraemia, sinusitis, peritonitis, otitis, conjunctivitis","β‎-Lactams, macrolides, chloramphenicol",Penicillin resistance locally common
Bacteria,NA,Firmicutes,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus porcinus,NA,"Pharyngitis, bacteraemia, pyogenic infection, necrotizing infection, septic arthritis, UTI, glomerulonephritis, meningitis","β‎-Lactams, macrolides","S. pyogenes (Lancefield group A), S. agalactiae (group B), and S. dysgalactiae equisimilis (groups C and G) are commensals and pathogens of humans. S. iniae is from fish. Others are from mammals"
Bacteria,NA,Firmicutes,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pseudopneumoniae,NA,"Pneumonia, bacteraemia, sinusitis, peritonitis, otitis, conjunctivitis","β‎-Lactams, macrolides, chloramphenicol",Penicillin resistance locally common
Bacteria,NA,Firmicutes,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pseudoporcinus,NA,"Pharyngitis, bacteraemia, pyogenic infection, necrotizing infection, septic arthritis, UTI, glomerulonephritis, meningitis","β‎-Lactams, macrolides","S. pyogenes (Lancefield group A), S. agalactiae (group B), and S. dysgalactiae equisimilis (groups C and G) are commensals and pathogens of humans. S. iniae is from fish. Others are from mammals"
Bacteria,NA,Firmicutes,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pyogenes,NA,"Pharyngitis, bacteraemia, pyogenic infection, necrotizing infection, septic arthritis, UTI, glomerulonephritis, meningitis","β‎-Lactams, macrolides","S. pyogenes (Lancefield group A), S. agalactiae (group B), and S. dysgalactiae equisimilis (groups C and G) are commensals and pathogens of humans. S. iniae is from fish. Others are from mammals"
Bacteria,NA,Firmicutes,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus ratti,NA,"Dental caries, endocarditis",β‎-Lactams,From the tooth-surface flora of humans and mammals
Bacteria,NA,Firmicutes,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,NA,"Bacteraemia, endocarditis, wound infection","β‎-Lactams, macrolides",Human oral streptococci including taxa sometimes known as the ‘viridans streptococci’
Bacteria,NA,Firmicutes,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sanguinis,NA,"Bacteraemia, endocarditis, wound infection","β‎-Lactams, macrolides",Human oral streptococci including taxa sometimes known as the ‘viridans streptococci’
