,pathogen,source,disease,tsource,ttype,portal,infection_atts,tatts,TBD
10001311,Salmonella enterica subsp. enterica serovar Mikawasima,Homo sapiens,Salmonella enteritis,food,vehicle-borne ingestion,gastrointestinal system,PMID:8270007,PMID:8270007,
10001312,Salmonella enterica subsp. enterica serovar Minnesota,Homo sapiens,Salmonella enteritis,unknown,unknown,unknown,,,
10001313,Salmonella enterica subsp. enterica serovar Monschaui,Homo sapiens,unknown,not curated,contact,skin,PMID:16561267,PMID:16561267,
10001314,Salmonella enterica subsp. enterica serovar Montevideo,Homo sapiens,Salmonella enteritis,not curated,contact,gastrointestinal system,PMID:10825085;PMID:9082177;PMID:9350734;symptom=hemorrhagic diarrhea;symptom=diarrhea;symptom=fever;symptom=vomiting,PMID:10825085;PMID:9082177;PMID:9350734,
10001315,Salmonella enterica subsp. enterica serovar Muenchen,Homo sapiens,Salmonella enteritis,food,vehicle-borne ingestion,gastrointestinal system,PMID:10428096;PMID:16669127;symptom=abdominal cramp;symptom=hemorrhagic diarrhea;symptom=chills;symptom=diarrhea;symptom=fever,PMID:10428096;PMID:16669127,
10001316,Salmonella enterica subsp. enterica serovar Muenster,Bos taurus,Salmonella enteritis,food,vehicle-borne ingestion,gastrointestinal system,PMID:12058570,PMID:12058570,
10001317,Salmonella enterica subsp. enterica serovar Naestved,Bos taurus,Salmonella enteritis,unknown,unknown,gastrointestinal system,PMID:537653,PMID:537653,
10001318,Salmonella enterica subsp. enterica serovar Newlands,Homo sapiens,Gastroenteritis,unknown,unknown,gastrointestinal system,PMID:933894,PMID:933894,
10001319,Salmonella enterica subsp. enterica serovar Newmexico,Homo sapiens,Salmonella enteritis,unknown,unknown,unknown,,,
10001320,Salmonella enterica subsp. enterica serovar Newport,Homo sapiens,Salmonella enteritis,unknown,unknown,gastrointestinal system,PMID:11384528;PMID:15255426,PMID:11384528;PMID:15255426,
10001321,Salmonella enterica subsp. enterica serovar Ohio,Suidae,Salmonella enteritis,unknown,unknown,gastrointestinal system,PMID:11384528,PMID:11384528,
10001322,Salmonella enterica subsp. enterica serovar Oranienburg,Homo sapiens,Salmonella enteritis,unknown,unknown,gastrointestinal system,PMID:6819442,PMID:6819442,
10001323,Salmonella enterica subsp. enterica serovar Ordonez,Homo sapiens,Salmonella enteritis,unknown,unknown,gastrointestinal system,PMID:5807159,PMID:5807159,
10001324,Salmonella enterica subsp. enterica serovar Othmarschen,Bos taurus,Salmonella enteritis,unknown,unknown,gastrointestinal system,PMID:15953709;PMID:5391028,PMID:15953709;PMID:5391028,
10001325,Salmonella enterica subsp. enterica serovar Panama,Suidae,Salmonella enteritis,unknown,unknown,gastrointestinal system,PMID:11384528;PMID:15078609,PMID:11384528;PMID:15078609,
10001326,Salmonella enterica subsp. enterica serovar Paratyphi B,Homo sapiens,Gastroenteritis,food,vehicle-borne ingestion,gastrointestinal system,PMID:15078609;PMID:15980351;PMID:16704796;symptom=abdominal pain;symptom=diarrhea;symptom=fever;symptom=nausea;symptom=vomiting,PMID:15078609;PMID:15980351;PMID:16704796,
10001327,Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7,Homo sapiens,Paratyphoid fever,unknown,unknown,unknown,,,
10001328,Salmonella enterica subsp. enterica serovar Paratyphi C,Homo sapiens,Salmonella enteritis,unknown,unknown,unknown,PMID:15953709,PMID:15953709,
10001329,Salmonella enterica subsp. enterica serovar Pensacola,Homo sapiens,Salmonella enteritis,unknown,unknown,unknown,,,
10001330,Salmonella enterica subsp. enterica serovar Potsdam,Homo sapiens,Salmonella enteritis,food,vehicle-borne ingestion,gastrointestinal system,PMID:15508506,PMID:15508506,
10001331,Salmonella enterica subsp. enterica serovar Pullorum,Gallus gallus,Pullorum disease,not curated,contact,gastrointestinal system,PMID:12427344,PMID:12427344,
10001332,Salmonella enterica subsp. enterica serovar Reading,Homo sapiens,Salmonella enteritis,unknown,unknown,unknown,,,
10001333,Salmonella enterica subsp. enterica serovar Rubislaw,Homo sapiens,Salmonella enteritis,not curated,contact,gastrointestinal system,PMID:7715594;PMID:9350734;symptom=fever;symptom=lethargy;symptom=stiff neck;symptom=vomiting,PMID:7715594;PMID:9350734,
10001334,Salmonella enterica subsp. enterica serovar Saintpaul,Homo sapiens,Salmonella enteritis,not curated,contact,gastrointestinal system,PMID:10577489;PMID:11384528,PMID:10577489;PMID:11384528,
10001335,Salmonella enterica subsp. enterica serovar Schleissheim,Homo sapiens,Enteritis,unknown,unknown,gastrointestinal system,PMID:6669087,PMID:6669087,
10001336,Salmonella enterica subsp. enterica serovar Schwarzengrund,Homo sapiens,Salmonella enteritis,unknown,unknown,gastrointestinal system,PMID:10224836;PMID:15078609,PMID:10224836;PMID:15078609,
10001337,Salmonella enterica subsp. enterica serovar Sendai,Homo sapiens,Salmonella enteritis,unknown,unknown,unknown,PMID:481258,PMID:481258,
10001338,Salmonella enterica subsp. enterica serovar Senftenberg,Homo sapiens,Salmonella enteritis,unknown,unknown,gastrointestinal system,PMID:15078609,PMID:15078609,
10001339,Salmonella enterica subsp. enterica serovar Stanley,Homo sapiens,Septicemia,unknown,unknown,blood vessel,PMID:15078609;PMID:16632917,PMID:15078609;PMID:16632917,
10001340,Salmonella enterica subsp. enterica serovar Stanleyville,Homo sapiens,Urinary tract infection,unknown,unknown,urogenital system,PMID:15712793,PMID:15712793,
10001341,Salmonella enterica subsp. enterica serovar Tallahassee,Homo sapiens,Salmonella enteritis,unknown,unknown,unknown,PMID:15953709,PMID:15953709,
10001342,Salmonella enterica subsp. enterica serovar Tejas,Homo sapiens,Salmonella gastroenteritis,unknown,unknown,gastrointestinal system,PMID:13905803,PMID:13905803,
10001343,Salmonella enterica subsp. enterica serovar Tennessee,Homo sapiens,Salmonella enteritis,food,vehicle-borne ingestion,gastrointestinal system,PMID:8515742,PMID:8515742,
10001344,Salmonella enterica subsp. enterica serovar Thompson,Homo sapiens,Salmonella enteritis,food,vehicle-borne ingestion,gastrointestinal system,PMID:10030628;PMID:16181501;PMID:16495628;PMID:16669127,PMID:10030628;PMID:16181501;PMID:16495628;PMID:16669127,
10001345,Salmonella thompson C1,Homo sapiens,Salmonella enteritis,unknown,unknown,unknown,,,
10001346,Salmonella enterica subsp. enterica serovar Travis,Homo sapiens,Salmonella enteritis,unknown,unknown,unknown,,,
10001347,Salmonella enterica subsp. enterica serovar Typhi,Homo sapiens,Salmonella enteritis,unknown,unknown,gastrointestinal system,PMID:10224836;PMID:11384525;PMID:15078609,PMID:10224836;PMID:11384525;PMID:15078609,
10001348,Salmonella enterica subsp. enterica serovar Typhi str. Ty2,Homo sapiens,Typhoid fever,unknown,unknown,reticuloendothelial system,PMID:12644504,PMID:12644504,
10001349,Salmonella enterica subsp. enterica serovar Typhimurium,Homo sapiens,Salmonella enteritis,food,vehicle-borne ingestion,gastrointestinal system,PMID:10825085;PMID:15078609;PMID:15200811;PMID:15255426;PMID:16011429;PMID:16495628;PMID:16669127;symptom=abdominal cramp;symptom=hemorrhagic diarrhea;symptom=fever;symptom=vomiting,PMID:10825085;PMID:15078609;PMID:15200811;PMID:15255426;PMID:16011429;PMID:16495628;PMID:16669127,
10001350,Salmonella enterica subsp. enterica serovar Typhimurium var. Copenhagen,Chalcophaps indica,Salmonella enteritis,unknown,unknown,unknown,PMID:7026856,PMID:7026856,
10001351,Salmonella enterica subsp. enterica serovar Typhisuis,Suidae,Salmonella enteritis,unknown,unknown,unknown,PMID:5690492,PMID:5690492,
10001352,Salmonella enterica subsp. enterica serovar Urbana,Homo sapiens,Gastrointestinal infections,unknown,unknown,gastrointestinal system,PMID:1680905,PMID:1680905,
10001353,Salmonella enterica subsp. enterica serovar Virchow,Homo sapiens,Salmonella enteritis,unknown,unknown,gastrointestinal system,PMID:15078609;PMID:16266614,PMID:15078609;PMID:16266614,
10001354,Salmonella enterica subsp. enterica serovar Virginia,Homo sapiens,Salmonella enteritis,unknown,unknown,unknown,,,
10001355,Salmonella enterica subsp. enterica serovar Wagenia,Homo sapiens,unknown,unknown,unknown,unknown,,,
10001356,Salmonella enterica subsp. enterica serovar Waycross,Homo sapiens,Salmonella enteritis,unknown,unknown,gastrointestinal system,PMID:16495628,PMID:16495628,
10001357,Salmonella enterica subsp. enterica serovar Weltevreden,Homo sapiens,Salmonella enteritis,unknown,unknown,gastrointestinal system,PMID:15078609,PMID:15078609,
10001358,Salmonella enterica subsp. enterica serovar Westhampton,Homo sapiens,Salmonella enteritis,unknown,unknown,unknown,,,
10001359,Salmonella enterica subsp. enterica serovar Wien,Homo sapiens,Salmonella enteritis,unknown,unknown,gastrointestinal system,PMID:12843024,PMID:12843024,
10001360,Salmonella enterica subsp. houtenae,Homo sapiens,Bacteremia,unknown,unknown,blood,PMID:15286823,PMID:15286823,
10001361,Salmonella enterica subsp. indica,Homo sapiens,unknown,unknown,unknown,unknown,,,
10001362,Salmonella enterica subsp. salamae,Homo sapiens,unknown,unknown,unknown,unknown,,,
10001363,Salmonella enterica subsp. enterica serovar Enteritidis,Homo sapiens,Salmonella enteritis,food,vehicle-borne ingestion,gastrointestinal system,PMID:16541697;PMID:7935303;PMID:8778583,PMID:16541697;PMID:7935303;PMID:8778583,
10001364,Salmonella enterica subsp. enterica serovar Enteritidis,Homo sapiens,Septic arthritis,not curated,contact,bone,PMID:14746429;symptom=ankle rash;symptom=limb edema;symptom=chills;symptom=fever;symptom=night sweats;symptom=pain,PMID:14746429,
10001365,Salmonella enterica subsp. enterica serovar Typhi,Homo sapiens,Cystitis,unknown,unknown,urogenital system,,,
10001366,Salmonella enterica subsp. enterica serovar Typhi,Homo sapiens,Acalculous cholecystitis,unknown,unknown,digestive system,,,
10001367,Salmonella enterica subsp. enterica serovar Typhi,Homo sapiens,Typhoid fever,unknown,unknown,blood vessel,PMID:10937381;PMID:11289678;PMID:1420077;PMID:16761675;PMID:8784573;PMID:9522872,PMID:10937381;PMID:11289678;PMID:1420077;PMID:16761675;PMID:8784573;PMID:9522872,
10001368,Salmonella enterica subsp. enterica serovar Typhi,Homo sapiens,Pyelonephritis,unknown,unknown,urogenital system,,,
10001369,Salmonella enterica subsp. enterica serovar Paratyphi A,Homo sapiens,unknown,unknown,unknown,unknown,,,
10001370,Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150,Homo sapiens,Salmonella enteritis,unknown,unknown,gastrointestinal system,PMID:15078609,PMID:15078609,
10001371,Salmonella enterica subsp. enterica serovar Paratyphi B,Homo sapiens,Salmonella enteritis,food,vehicle-borne ingestion,gastrointestinal system,PMID:11523182;PMID:15980351,PMID:11523182;PMID:15980351,
10001372,Salmonella enterica subsp. enterica serovar Paratyphi B,Homo sapiens,Paratyphoid fever,food,vehicle-borne ingestion,digestive system,PMID:8555937,PMID:8555937,
10001373,Salmonella enterica subsp. enterica serovar Paratyphi B,Homo sapiens,unknown,food,vehicle-borne ingestion,gastrointestinal system,,,
10001374,Salmonella enterica subsp. enterica serovar Paratyphi B,Homo sapiens,Gastroenteritis,not curated,contact,gastrointestinal system,PMID:12060955;PMID:16704796;symptom=abdominal pain;symptom=diarrhea;symptom=fever;symptom=rectorrhagia,PMID:12060955;PMID:16704796,
10001375,Salmonella,Homo sapiens,Salmonella enteritis,food,vehicle-borne ingestion,gastrointestinal system,,,
10001376,Salmonella,Homo sapiens,Salmonella enteritis,not curated,contact,gastrointestinal system,PMID:14668712;PMID:3999366;symptom=abdominal cramp;symptom=hemorrhagic diarrhea;symptom=diarrhea;symptom=fever;symptom=poor feeding,PMID:14668712;PMID:3999366,
10001377,Salmonella,Homo sapiens,Septicemia,unknown,unknown,blood,,,
10001378,Salmonella enterica subsp. enterica serovar Rissen,Homo sapiens,Salmonella enteritis,unknown,unknown,gastrointestinal system,PMID:15078609,PMID:15078609,
10001380,Salmonella enterica subsp. enterica serovar Hvittingfoss,Homo sapiens,Salmonella enteritis,unknown,unknown,gastrointestinal system,PMID:15078609,PMID:15078609,
10001381,Salmonella,Homo sapiens,Gastroenteritis,unknown,unknown,gastrointestinal system,PMID:11971783;PMID:16820763;PMID:3204646,PMID:11971783;PMID:16820763;PMID:3204646,
10001382,Salmonella enterica subsp. enterica serovar Enteritidis,Homo sapiens,Gastroenteritis,food,vehicle-borne ingestion,gastrointestinal system,PMID:11971783;PMID:8179064;PMID:8413165;PMID:9866747;symptom=abdominal cramp;symptom=diarrhea;symptom=fever,PMID:11971783;PMID:8179064;PMID:8413165;PMID:9866747,
10001383,Salmonella enterica subsp. enterica serovar Blockley,Homo sapiens,Gastroenteritis,unknown,unknown,gastrointestinal system,,,
10001384,Salmonella,Homo sapiens,Septic Arthritis,unknown,unknown,bone,PMID:16260677,PMID:16260677,
10001385,Salmonella,Homo sapiens,Osteomyelitis,unknown,unknown,bone,,,
10001386,Salmonella enterica,Homo sapiens,Empyema thoracis,unknown,unknown,lung,PMID:16673520,PMID:16673520,
10001387,Salmonella enterica subsp. enterica serovar Paratyphi A,Homo sapiens,Paratyphoid fever,unknown,unknown,unknown,PMID:16704790,PMID:16704790,
10001388,Salmonella enterica subsp. enterica serovar Typhi,Homo sapiens,Typhoid fever,unknown,unknown,blood vessel,PMID:10655411;PMID:11384525;PMID:12409390;PMID:1440790;PMID:14609047;PMID:15504831;PMID:16602990;PMID:1938844;PMID:5375089;PMID:8354564,PMID:10655411;PMID:11384525;PMID:12409390;PMID:1440790;PMID:14609047;PMID:15504831;PMID:16602990;PMID:1938844;PMID:5375089;PMID:8354564,
10001390,Salmonella enterica,Homo sapiens,Salmonella enteritis,food,vehicle-borne ingestion,gastrointestinal system,PMID:16669127,PMID:16669127,
10001391,Salmonella enterica subsp. enterica serovar Enteritidis,Homo sapiens,Salmonella enteritis,food,vehicle-borne ingestion,gastrointestinal system,PMID:10355784;PMID:15190247;PMID:15541186;PMID:16181497;PMID:16783100;PMID:2274662,PMID:10355784;PMID:15190247;PMID:15541186;PMID:16181497;PMID:16783100;PMID:2274662,
10001392,Salmonella enterica subsp. enterica serovar Newport,Homo sapiens,Salmonella enteritis,food,vehicle-borne ingestion,gastrointestinal system,PMID:12201274;PMID:15816165;PMID:16495628;symptom=hemorrhagic diarrhea;symptom=diarrhea;symptom=fever;symptom=vomiting,PMID:12201274;PMID:15816165;PMID:16495628,
10001393,Salmonella enterica subsp. enterica serovar Anatum,Homo sapiens,Salmonella enteritis,unknown,unknown,unknown,PMID:15078609,PMID:15078609,
10001394,Salmonella enterica subsp. enterica serovar Uganda,Homo sapiens,Salmonella enteritis,food,vehicle-borne ingestion,gastrointestinal system,PMID:15498173,PMID:15498173,
10001395,Salmonella enterica subsp. enterica serovar Newport,Homo sapiens,Salmonella enteritis,not curated,contact,gastrointestinal system,,,
10001396,Salmonella enterica subsp. enterica serovar Heidelberg,Homo sapiens,Salmonella gastroenteritis,food,vehicle-borne ingestion,gastrointestinal system,PMID:3080662,PMID:3080662,
10001397,Salmonella enterica subsp. enterica serovar Kottbus,Homo sapiens,Salmonella enteritis,food,vehicle-borne ingestion,digestive system,PMID:11831433,PMID:11831433,
10001398,Salmonella enterica subsp. enterica serovar Newport,Homo sapiens,Salmonella enteritis,food,vehicle-borne ingestion,gastrointestinal system,,,
10001399,Salmonella enterica subsp. enterica serovar Thompson,Homo sapiens,Salmonella gastroenteritis,not curated,contact,gastrointestinal system,PMID:16810148,PMID:16810148,
10001400,Salmonella enterica subsp. enterica serovar Enteritidis,Homo sapiens,Gastroenteritis,food,vehicle-borne ingestion,gastrointestinal system,PMID:16645581;symptom=diarrhea;symptom=fever;symptom=nausea;symptom=vomiting,PMID:16645581,
10001401,Salmonella enterica subsp. enterica serovar Paratyphi A,Homo sapiens,Typhoid fever,unknown,unknown,unknown,PMID:16761675,PMID:16761675,
10001402,Salmonella,Homo sapiens,Salmonella gastroenteritis,food,vehicle-borne ingestion,gastrointestinal system,PMID:16130648;PMID:16760521,PMID:16130648;PMID:16760521,
10001403,Salmonella enterica subsp. enterica serovar Typhimurium,Porcula salvania,Salmonella enteritis,unknown,unknown,gastrointestinal system,PMID:11772625;PMID:14532235;PMID:16585646;PMID:16642766,PMID:11772625;PMID:14532235;PMID:16585646;PMID:16642766,
10001404,Salmonella,Canis lupus familiaris,Salmonella enteritis,unknown,unknown,gastrointestinal system,PMID:16629988,PMID:16629988,
10001405,Salmonella,Sus scrofa,Salmonella enteritis,unknown,unknown,gastrointestinal system,,,
10001406,Salmonella enterica subsp. enterica serovar Enteritidis,Homo sapiens,Necrotizing fasciitis,unknown,unknown,skin,PMID:16466893,PMID:16466893,
10001407,Salmonella enterica subsp. enterica serovar Typhi,Homo sapiens,Acute glomerulonephritis,unknown,unknown,kidney,PMID:16415536,PMID:16415536,
10001408,Salmonella enterica subsp. enterica serovar Paratyphi B,Homo sapiens,Salmonella enteritis,not curated,contact,gastrointestinal system,PMID:16350877,PMID:16350877,
10001409,Salmonella enterica subsp. enterica serovar Dublin,Bos taurus,Salmonella enteritis,unknown,unknown,gastrointestinal system,PMID:1054726;PMID:12058570;PMID:1287898;PMID:319168;PMID:4414381;PMID:6531210;PMID:8357934,PMID:1054726;PMID:12058570;PMID:1287898;PMID:319168;PMID:4414381;PMID:6531210;PMID:8357934,
10001410,Salmonella enterica subsp. enterica serovar Typhimurium,Bos taurus,Salmonella enteritis,unknown,unknown,gastrointestinal system,PMID:1054726;PMID:6531210,PMID:1054726;PMID:6531210,
10001411,Salmonella enterica subsp. enterica serovar Newport,Bos taurus,Salmonella enteritis,unknown,unknown,gastrointestinal system,PMID:1054726,PMID:1054726,
10001412,Salmonella enterica subsp. enterica serovar Saintpaul,Bos taurus,Salmonella enteritis,unknown,unknown,gastrointestinal system,PMID:1054726,PMID:1054726,
10001413,Salmonella enterica subsp. enterica serovar Give,Capra hircus,Salmonella enteritis,unknown,unknown,gastrointestinal system,PMID:9426945,PMID:9426945,
10001414,Salmonella enterica subsp. enterica serovar Give,Struthio camelus,Salmonella enteritis,unknown,unknown,gastrointestinal system,PMID:9426945,PMID:9426945,
10001415,Salmonella enterica subsp. enterica serovar Newport,Bos taurus,Hemorrhagic enteritis,unknown,unknown,unknown,PMID:6603706,PMID:6603706,
10001416,Salmonella enterica subsp. enterica serovar Infantis,Gallus gallus,Salmonella enteritis,unknown,unknown,gastrointestinal system,PMID:9412683,PMID:9412683,
10001417,Salmonella enterica subsp. enterica serovar Infantis,Homo sapiens,Salmonella enteritis,unknown,unknown,gastrointestinal system,PMID:15953709;PMID:16495628;PMID:9412683,PMID:15953709;PMID:16495628;PMID:9412683,
10001418,Salmonella enterica subsp. enterica serovar Enteritidis,Bos taurus,Salmonella enteritis,unknown,unknown,gastrointestinal system,PMID:11772625;PMID:1399794,PMID:11772625;PMID:1399794,
10001419,Salmonella enterica subsp. enterica serovar Agona,Bos taurus,Salmonella enteritis,unknown,unknown,gastrointestinal system,PMID:1399794;PMID:16495628,PMID:1399794;PMID:16495628,
10001420,Salmonella enterica subsp. enterica serovar Montevideo,Bos taurus,Salmonella enteritis,unknown,unknown,gastrointestinal system,PMID:1399794;PMID:16819131,PMID:1399794;PMID:16819131,
10001421,Salmonella,Elephas,Salmonella enteritis,unknown,unknown,gastrointestinal system,PMID:6392264,PMID:6392264,
10001422,Salmonella enterica subsp. enterica serovar Enteritidis,Chinchilla lanigera,Salmonella enteritis,unknown,unknown,gastrointestinal system,PMID:12825706,PMID:12825706,
10001423,Salmonella enterica subsp. enterica serovar Agona,Gallus gallus,Salmonella enteritis,unknown,unknown,gastrointestinal system,PMID:6531210,PMID:6531210,
10001424,Salmonella enterica subsp. enterica serovar Montevideo,Homo sapiens,Salmonella enteritis,food,vehicle-borne ingestion,gastrointestinal system,PMID:16274503;PMID:16495628,PMID:16274503;PMID:16495628,
10001425,Salmonella enterica subsp. enterica serovar Typhi,Homo sapiens,Septicemia,unknown,unknown,blood vessel,PMID:16220016,PMID:16220016,
10001426,Salmonella enterica subsp. enterica serovar Paratyphi A,Homo sapiens,Septicemia,unknown,unknown,blood vessel,PMID:16220016,PMID:16220016,
10001427,Salmonella,Homo sapiens,Gastroenteritis,food,vehicle-borne ingestion,gastrointestinal system,PMID:16102316,PMID:16102316,
10001428,Salmonella enterica subsp. enterica serovar Typhimurium,Felis catus,Empyema thoracis,unknown,unknown,lung,PMID:16055006,PMID:16055006,
10001429,Salmonella enterica subsp. enterica serovar Choleraesuis,Suidae,Septicemia,unknown,unknown,blood vessel,PMID:15956400;PMID:319168,PMID:15956400;PMID:319168,
10001430,Salmonella enterica subsp. enterica serovar Choleraesuis,Homo sapiens,Septicemia,unknown,unknown,blood vessel,PMID:15956400,PMID:15956400,
10001431,Salmonella enterica subsp. enterica serovar Choleraesuis,Homo sapiens,Salmonella enteritis,unknown,unknown,gastrointestinal system,PMID:15956400,PMID:15956400,
10001432,Salmonella enterica subsp. enterica serovar Tennessee,Homo sapiens,Salmonella enteritis,not curated,contact,gastrointestinal system,PMID:14668712;symptom=diarrhea;symptom=fever,PMID:14668712,
10001433,Salmonella,Homo sapiens,Gastrointestinal infections,not curated,contact,gastrointestinal system,PMID:14668712,PMID:14668712,
10001434,Salmonella enterica subsp. enterica serovar Enteritidis,Homo sapiens,Empyema thoracis,unknown,unknown,lung,,,
10001435,Salmonella enterica subsp. enterica serovar Enteritidis,Homo sapiens,Empyema thoracis,unknown,unknown,lung,PMID:11446917,PMID:11446917,
10001436,Salmonella enterica subsp. enterica serovar Enteritidis,Homo sapiens,Septicemia,unknown,unknown,blood vessel,,,
10001437,Salmonella enterica,Suidae,Pneumonia,unknown,unknown,gastrointestinal system,PMID:1289347,PMID:1289347,
10001438,Salmonella enterica subsp. arizonae,Homo sapiens,Gastroenteritis,unknown,unknown,gastrointestinal system,PMID:14662995,PMID:14662995,
10001439,Salmonella enterica subsp. arizonae,Crotalus willardi,Osteomyelitis,unknown,unknown,bone,PMID:12564525;PMID:16632917,PMID:12564525;PMID:16632917,
10001440,Salmonella enterica subsp. arizonae,Homo sapiens,Peritonitis,unknown,unknown,unknown,PMID:14662995,PMID:14662995,
10001441,Salmonella enterica subsp. arizonae,Homo sapiens,Meningitis,unknown,unknown,unknown,PMID:14662995,PMID:14662995,
10001442,Salmonella enterica subsp. arizonae,Homo sapiens,Bacteremia,unknown,unknown,blood,PMID:14662995,PMID:14662995,
10001443,Salmonella enterica subsp. enterica serovar Enteritidis,Homo sapiens,Endocarditis,unknown,unknown,unknown,PMID:7724212,PMID:7724212,
10001444,Salmonella enterica subsp. arizonae,Cacatua galerita,Hepatitis,unknown,unknown,unknown,PMID:9876856,PMID:9876856,
10001445,Salmonella enterica subsp. arizonae,Lynx lynx,Septicemia,unknown,unknown,blood vessel,PMID:9391983,PMID:9391983,
10001446,Salmonella enterica subsp. arizonae,Diceros bicornis,Salmonella enteritis,unknown,unknown,gastrointestinal system,PMID:9365944,PMID:9365944,
10001447,Salmonella enterica subsp. arizonae,Ovis aries,unknown,unknown,unknown,respiratory system,PMID:7856034,PMID:7856034,
10001448,Salmonella enterica subsp. arizonae,Homo sapiens,Endophthalmitis,air,airborne,eye,PMID:2346566,PMID:2346566,
10001449,Salmonella enterica subsp. arizonae,Meleagris gallopavo,Otitis interna,unknown,unknown,eye,PMID:16617998;symptom=blindness;symptom=opisthotonus;symptom=paralysis;symptom=torticollis,PMID:16617998,
10001451,Salmonella enterica subsp. enterica serovar Newport,Didelphis virginiana,Salmonella enteritis,unknown,unknown,unknown,,,
10001452,Salmonella enterica subsp. enterica serovar Anatum,Homo sapiens,Salmonella enteritis,food,vehicle-borne ingestion,gastrointestinal system,PMID:9825779,PMID:9825779,
10001453,Salmonella enterica,Homo sapiens,Bacteremia,unknown,unknown,blood,PMID:16717121;symptom=abdominal pain;symptom=chest pain;symptom=conscious disturbance;symptom=cough;symptom=cyanosis;symptom=diarrhea;symptom=fever;symptom=hip pain;symptom=hypotension;symptom=joint pain;symptom=low backache;symptom=malaise;symptom=nausea;symptom=pain;symptom=seizure;symptom=shock;symptom=vomiting;symptom=wound discharge,PMID:16717121,
10001454,Salmonella enterica,Suidae,Paratyphoid fever,unknown,unknown,unknown,,,
10001455,Salmonella enterica subsp. houtenae,Homo sapiens,Brain abscess,unknown,unknown,brain,PMID:14723260,PMID:14723260,
10001456,Salmonella enterica subsp. enterica serovar Paratyphi B,Homo sapiens,Septicemia,unknown,unknown,blood vessel,PMID:16632917,PMID:16632917,
10001457,Salmonella enterica subsp. enterica serovar Rubislaw,Homo sapiens,Meningitis,unknown,unknown,unknown,PMID:16632917,PMID:16632917,
10001458,Salmonella enterica subsp. enterica serovar Rubislaw,Homo sapiens,Septicemia,unknown,unknown,blood vessel,PMID:16632917,PMID:16632917,
10001459,Salmonella enterica subsp. enterica serovar Stanley,Homo sapiens,Meningitis,unknown,unknown,unknown,PMID:16632917,PMID:16632917,
10001461,Salmonella enterica subsp. enterica serovar Typhimurium,Homo sapiens,Salmonella enteritis,not curated,contact,gastrointestinal system,PMID:15758895;PMID:9350734,PMID:15758895;PMID:9350734,
10001462,Salmonella enterica subsp. houtenae,Homo sapiens,Salmonella enteritis,not curated,contact,gastrointestinal system,PMID:14711697,PMID:14711697,
10001463,Salmonella enterica subsp. enterica serovar Stanley,Homo sapiens,Salmonella enteritis,not curated,contact,gastrointestinal system,PMID:14711697,PMID:14711697,
10001464,Salmonella enterica subsp. enterica serovar Poona,Homo sapiens,Salmonella enteritis,not curated,contact,gastrointestinal system,PMID:14711697;PMID:9350734,PMID:14711697;PMID:9350734,
10001465,Salmonella enterica subsp. enterica serovar Choleraesuis str. SC-B67,Suidae,Salmonella enteritis,unknown,unknown,gastrointestinal system,,,
10001466,Salmonella enterica subsp. enterica serovar Aberdeen,Homo sapiens,Typhoid fever,unknown,unknown,unknown,PMID:1063214,PMID:1063214,
10001468,Salmonella enterica subsp. enterica serovar Pullorum,Gallus gallus,Pullorum disease,unknown,unknown,macrophage,PMID:12427344,PMID:12427344,
10001469,Salmonella enterica subsp. enterica serovar Pullorum,Gallus gallus,Pullorum disease,unknown,unknown,urogenital system,PMID:15845505,PMID:15845505,
10001470,Salmonella enterica subsp. enterica serovar Pullorum,Gallus gallus,Pullorum disease,unknown,unknown,spleen,PMID:15845505,PMID:15845505,
10001471,Salmonella enterica subsp. enterica serovar Gallinarum,Gallus gallus,Pullorum disease,Homo sapiens,congenital,gastrointestinal system,PMID:15845505,PMID:15845505,
10001472,Salmonella enterica subsp. enterica serovar Typhi,Homo sapiens,Typhoid fever,food,vehicle-borne ingestion,digestive system,PMID:11811872;PMID:12134260;PMID:7355351;PMID:8405309;PMID:8784573;PMID:9114207,PMID:11811872;PMID:12134260;PMID:7355351;PMID:8405309;PMID:8784573;PMID:9114207,
10001473,Salmonella enterica subsp. enterica serovar Typhi,Homo sapiens,Typhoid fever,food,vehicle-borne ingestion,digestive system,PMID:10228063;PMID:8042888;PMID:8432324,PMID:10228063;PMID:8042888;PMID:8432324,
10001474,Salmonella enterica subsp. enterica serovar Enteritidis,Homo sapiens,Gastroenteritis,food,vehicle-borne ingestion,gastrointestinal system,PMID:15541186,PMID:15541186,
10001475,Salmonella enterica subsp. enterica serovar Newport,Homo sapiens,Gastroenteritis,food,vehicle-borne ingestion,gastrointestinal system,PMID:10813141,PMID:10813141,
10001476,Salmonella enterica subsp. enterica serovar Paratyphi B,Homo sapiens,Septicemia,unknown,unknown,blood vessel,PMID:11597152;PMID:16495628,PMID:11597152;PMID:16495628,
10001477,Salmonella enterica subsp. enterica serovar Ohio,Homo sapiens,Salmonella enteritis,unknown,unknown,gastrointestinal system,PMID:1911993,PMID:1911993,
10001478,Salmonella enterica subsp. enterica serovar Ohio,Equus caballus,Septicemia,unknown,unknown,blood vessel,PMID:1911993,PMID:1911993,
